index,unit,time,os1,os2,os3,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,rul,RealRUL,Objective,PredRUL,RMSE_adversarial,RMSE_pred,L0
2415.0,20.0,165.0,0.0013100002,0.00012000004,100.0,518.67,643.638,1584.7595,1404.284,14.62,21.61,553.87146,2388.0808,9094.85,1.3,47.497997,522.0335,2388.0178,8176.867,8.418015,0.03,393.2,2388.0,100.0,38.9635,23.37653,35.0,,,,,,
2416.0,20.0,166.0,0.004709999,0.00058,100.0,518.67,643.48804,1585.1095,1421.266,14.62,21.61,553.87146,2388.0708,9099.489,1.3,47.488,521.3535,2388.088,8171.517,8.515385,0.03,391.2,2388.0,100.0,38.5265,23.291729,34.0,,,,,,
2417.0,20.0,167.0,0.00141,-0.00038,100.0,518.67,643.68805,1604.2006,1426.356,14.62,21.61,553.0815,2388.0908,9101.72,1.3,47.427998,521.9835,2388.0078,8169.577,8.490885,0.03,392.2,2388.0,100.0,38.4265,23.37483,33.0,,,,,,
2418.0,20.0,168.0,0.00311,0.00012000004,100.0,518.67,643.85803,1606.0706,1424.086,14.62,21.61,552.6415,2388.0808,9104.3,1.3,48.072,521.1035,2388.078,8172.287,8.426115,0.03,392.2,2388.0,100.0,38.6935,23.34293,32.0,,,,,,
2419.0,20.0,169.0,0.0012100004,-0.00058000005,100.0,518.67,643.04803,1586.5496,1432.436,14.62,21.61,553.0715,2388.0708,9096.369,1.3,48.072,521.2635,2388.0479,8168.447,8.480815,0.03,396.8,2388.0,100.0,38.9335,23.18043,31.0,,,,,,
2420.0,20.0,170.0,0.0037100008,0.00012000004,100.0,518.67,643.658,1606.2106,1427.606,14.62,21.61,553.48145,2387.991,9105.35,1.3,48.072,521.2435,2388.0378,8173.807,8.541685,0.03,395.8,2388.0,100.0,38.9035,23.309229,30.0,,,,,,
2421.0,20.0,171.0,0.0039099995,-0.0006,100.0,518.67,643.448,1601.3506,1434.466,14.62,21.61,553.8315,2388.249,9102.51,1.3,48.121998,519.8565,2388.232,8172.337,8.500085,0.03,395.8,2388.0,100.0,38.4865,23.32203,29.0,,,,,,
2422.0,20.0,172.0,0.0062099993,-0.00058000005,100.0,518.67,643.74805,1604.8105,1432.406,14.62,21.61,553.62146,2388.229,9097.149,1.3,48.062,519.5865,2388.3318,8167.797,8.501385,0.03,394.8,2388.0,100.0,38.7035,23.34743,28.0,,,,,,
2423.0,20.0,173.0,0.0055100014,0.00012000004,100.0,518.67,644.10803,1606.1505,1430.376,14.62,21.61,553.3315,2388.2688,9091.709,1.3,47.912,520.2965,2388.272,8172.057,8.512585,0.03,398.8,2388.0,100.0,38.2465,23.02957,27.0,,,,,,
2424.0,20.0,174.0,0.0035100002,-0.00048000005,100.0,518.67,643.398,1602.1305,1421.126,14.62,21.61,551.53845,2388.229,9098.09,1.3,48.252,519.8665,2388.242,8172.3867,8.532285,0.03,396.8,2388.0,100.0,38.3565,23.085869,26.0,,,,,,
2425.0,20.0,175.0,0.004709999,-8.000003e-05,100.0,518.67,643.74805,1603.8406,1432.176,14.62,21.61,551.66846,2388.2688,9105.069,1.3,47.912,519.8065,2388.3218,8167.297,8.518684,0.03,395.8,2388.0,100.0,38.5865,23.104568,25.0,,,,,,
2426.0,20.0,176.0,-0.0020899996,-0.00038,100.0,518.67,643.538,1601.7405,1426.596,14.62,21.61,551.03845,2388.2588,9099.359,1.3,48.222,519.9265,2388.212,8170.457,8.493085,0.03,397.8,2388.0,100.0,38.4465,23.035069,24.0,,,,,,
2427.0,20.0,177.0,0.007410001,-0.00058000005,100.0,518.67,643.49805,1599.9905,1428.716,14.62,21.61,551.29846,2388.2688,9098.069,1.3,47.941998,519.1965,2388.292,8170.377,8.530985,0.03,395.8,2388.0,100.0,38.566498,23.08967,23.0,,,,,,
2428.0,20.0,178.0,0.00301,-0.00018,100.0,518.67,643.888,1599.3306,1427.526,14.62,21.61,550.54846,2388.2688,9098.26,1.3,48.092,519.75653,2388.252,8169.257,8.533484,0.03,394.8,2388.0,100.0,38.636497,23.09577,22.0,,,,,,
2429.0,20.0,179.0,9.9996105e-06,0.00012000004,100.0,518.67,643.98804,1608.4305,1428.956,14.62,21.61,550.78845,2388.2588,9097.72,1.3,48.292,519.8965,2388.3318,8172.227,8.540685,0.03,395.8,2388.0,100.0,38.5165,23.07077,21.0,,,,,,
2430.0,20.0,180.0,0.0038100006,-0.00058000005,100.0,518.67,643.62805,1605.4005,1428.636,14.62,21.61,550.7785,2388.3289,9092.399,1.3,48.132,519.5865,2388.3418,8168.107,8.580384,0.03,395.8,2388.0,100.0,38.3565,23.00257,20.0,,,,,,
2431.0,20.0,181.0,-0.0019100006,-0.00058000005,100.0,518.67,644.23804,1613.0605,1432.666,14.62,21.61,551.3185,2388.249,9094.51,1.3,48.211998,520.0565,2388.3118,8116.583,8.517984,0.03,396.8,2388.0,100.0,38.4165,23.10207,19.0,,,,,,
2432.0,20.0,182.0,-0.0034100004,-0.00032,100.0,518.67,644.038,1596.8105,1429.976,14.62,21.61,550.29846,2388.3289,9097.9795,1.3,48.272,519.6365,2388.3218,8110.343,8.506684,0.03,397.8,2388.0,100.0,38.4665,23.00997,18.0,,,,,,
2433.0,20.0,183.0,-0.0018100003,0.00048000005,100.0,518.67,643.828,1611.0605,1431.976,14.62,21.61,550.61847,2388.3389,9027.382,1.3,48.302,519.5265,2388.3318,8108.563,8.574385,0.03,398.8,2388.0,100.0,38.316498,23.037369,17.0,,,,,,
2434.0,20.0,184.0,0.00201,-0.00058000005,100.0,518.67,644.24805,1602.0005,1428.486,14.62,21.61,551.2585,2388.239,9099.92,1.3,48.382,519.9365,2388.3118,8167.927,8.507985,0.03,396.8,2388.0,100.0,38.156498,22.91557,16.0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,0.0,22.784555435180664,0.13175059854984283,6.784555435180664,tensor(22.)
