index,unit,time,os1,os2,os3,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,rul,RealRUL,Objective,PredRUL,RMSE_adversarial,RMSE_pred,L0
4248.0,34.0,184.0,-0.00251,0.00021999993,100.0,518.67,643.73804,1588.8096,1423.786,14.62,21.61,552.8415,2388.1108,9081.649,1.3,48.092,519.7165,2388.0479,8155.107,8.512284,0.03,392.2,2388.0,100.0,38.4465,23.09187,26.0,,,,,,
4249.0,34.0,185.0,-9.000022e-05,-8.000003e-05,100.0,518.67,643.74805,1606.5605,1424.346,14.62,21.61,553.5415,2388.2888,9081.899,1.3,48.052,520.0765,2388.292,8161.167,8.527385,0.03,395.8,2388.0,100.0,38.316498,23.091469,25.0,,,,,,
4250.0,34.0,186.0,0.00591,-1.9999978e-05,100.0,518.67,643.85803,1605.4305,1433.026,14.62,21.61,550.92847,2388.2888,9086.22,1.3,48.052,520.2965,2388.272,8150.337,8.5250845,0.03,394.8,2388.0,100.0,38.2965,23.24407,24.0,,,,,,
4251.0,34.0,187.0,0.0016099997,0.0006,100.0,518.67,643.98804,1602.7106,1425.636,14.62,21.61,551.5685,2388.2788,9087.739,1.3,48.232,519.7265,2388.282,8157.917,8.538984,0.03,396.8,2388.0,100.0,38.3365,23.10157,23.0,,,,,,
4252.0,34.0,188.0,-0.00048999954,0.0006,100.0,518.67,643.518,1600.5105,1429.576,14.62,21.61,551.40845,2388.2888,9076.079,1.3,48.292,519.5265,2388.262,8154.417,8.537885,0.03,395.8,2388.0,100.0,38.5365,23.026869,22.0,,,,,,
4253.0,34.0,189.0,0.0015099999,-0.00048000005,100.0,518.67,643.30804,1602.2805,1432.976,14.62,21.61,551.8185,2388.3489,9085.439,1.3,48.121998,519.4265,2388.3318,8159.097,8.488685,0.03,396.8,2388.0,100.0,38.726498,23.08997,21.0,,,,,,
4254.0,34.0,190.0,0.00301,-0.00058000005,100.0,518.67,643.43805,1598.5105,1429.256,14.62,21.61,551.4585,2388.3289,9082.569,1.3,48.182,519.8365,2388.3318,8158.497,8.538785,0.03,394.8,2388.0,100.0,38.386497,23.139069,20.0,,,,,,
4255.0,34.0,191.0,0.00251,1.9999978e-05,100.0,518.67,643.68805,1603.7605,1436.046,14.62,21.61,551.0785,2388.3188,9088.6,1.3,48.202,519.6865,2388.3118,8158.237,8.507484,0.03,395.8,2388.0,100.0,38.4265,23.09527,19.0,,,,,,
4256.0,34.0,192.0,0.004210001,0.00021999993,100.0,518.67,644.29803,1599.9706,1429.686,14.62,21.61,551.11847,2388.2788,9090.8,1.3,48.211998,520.3465,2388.302,8157.797,8.537285,0.03,395.8,2388.0,100.0,38.226498,23.13457,18.0,,,,,,
4257.0,34.0,193.0,-0.0031100004,-8.000003e-05,100.0,518.67,643.67804,1604.9905,1426.206,14.62,21.61,551.4685,2388.3188,9084.109,1.3,48.121998,519.8565,2388.3318,8157.557,8.528785,0.03,395.8,2388.0,100.0,38.2565,23.01697,17.0,,,,,,
4258.0,34.0,194.0,-0.0023100004,-0.00038,100.0,518.67,643.87805,1606.0706,1422.366,14.62,21.61,551.10846,2388.2788,9083.619,1.3,48.272,520.0365,2388.292,8157.317,8.510485,0.03,395.8,2388.0,100.0,38.4165,23.07617,16.0,,,,,,
4259.0,34.0,195.0,-0.0023100004,-0.00018,100.0,518.67,643.698,1599.7605,1430.346,14.62,21.61,550.8885,2388.3389,9085.81,1.3,48.132,519.7065,2388.3318,8150.837,8.541084,0.03,395.8,2388.0,100.0,38.386497,23.10307,15.0,,,,,,
