index,unit,time,os1,os2,os3,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,rul,RealRUL,Objective,PredRUL,RMSE_adversarial,RMSE_pred,L0
4248.0,34.0,184.0,6.9885515e-05,0.00040330004,100.0,518.67,643.2481,1595.3798,1414.8363,14.62,21.609962,551.9329,2388.2,9049.409,1.3,47.83172,520.4606,2388.1436,8126.53,8.4727,0.03,393.95676,2388.0,100.0,38.63521,23.199327,26.0,,,,,,
4249.0,34.0,185.0,-0.0026778444,0.00010417978,100.0,518.67,643.2425,1599.5118,1415.3513,14.62,21.609997,552.65875,2388.1792,9048.405,1.3,47.782032,520.8318,2388.1826,8131.87,8.486526,0.03,393.93036,2388.0,100.0,38.510643,23.204155,25.0,,,,,,
4250.0,34.0,186.0,0.0033145836,-0.00019799764,100.0,518.67,643.3579,1598.4551,1424.2461,14.62,21.61,551.9008,2388.1804,9053.32,1.3,47.786957,521.0436,2388.1636,8121.7354,8.485157,0.03,392.96265,2388.0,100.0,38.49177,23.35544,24.0,,,,,,
4251.0,34.0,187.0,-0.0009846431,0.0005023753,100.0,518.67,643.49036,1595.7308,1416.8867,14.62,21.609999,552.53467,2388.1711,9055.566,1.3,47.968723,520.47626,2388.1743,8129.824,8.499197,0.03,394.94553,2388.0,100.0,38.53176,23.21216,23.0,,,,,,
4252.0,34.0,188.0,-0.0030831513,0.00050144957,100.0,518.67,643.0235,1593.6039,1420.8824,14.62,21.609995,552.3702,2388.1821,9044.29,1.3,48.03136,520.2725,2388.155,8126.7793,8.49836,0.03,394.00006,2388.0,100.0,38.731747,23.136906,22.0,,,,,,
4253.0,34.0,189.0,-0.0010812427,-0.00029900527,100.0,518.67,642.81384,1595.3837,1424.269,14.62,21.61,552.7827,2388.2422,9053.522,1.3,47.861847,520.1709,2388.2249,8131.606,8.449276,0.03,395.00134,2388.0,100.0,38.92168,23.200033,21.0,,,,,,
4254.0,34.0,190.0,0.0004267078,-0.00040002918,100.0,518.67,642.9484,1591.6447,1420.6475,14.62,21.61,552.423,2388.2224,9051.16,1.3,47.92434,520.5774,2388.225,8131.4023,8.499999,0.03,393.01376,2388.0,100.0,38.581455,23.248686,20.0,,,,,,
4255.0,34.0,191.0,-7.652491e-05,0.00020154461,100.0,518.67,643.1973,1596.874,1427.394,14.62,21.609995,552.0385,2388.213,9057.325,1.3,47.944504,520.4288,2388.2053,8131.152,8.468609,0.03,394.0172,2388.0,100.0,38.621105,23.204454,19.0,,,,,,
4256.0,34.0,192.0,0.0016217874,0.0004005687,100.0,518.67,643.8107,1593.0844,1421.0498,14.62,21.609997,552.0739,2388.174,9059.746,1.3,47.956802,521.0837,2388.1963,8130.8535,8.498563,0.03,394.0269,2388.0,100.0,38.42099,23.241365,18.0,,,,,,
4257.0,34.0,193.0,-0.00048410147,0.00010120962,100.0,518.67,643.1909,1598.1097,1417.504,14.62,21.609995,552.418,2388.2168,9052.76,1.3,47.865986,520.5852,2388.228,8130.393,8.490044,0.03,394.03156,2388.0,100.0,38.451385,23.12528,17.0,,,,,,
4258.0,34.0,194.0,0.00031314977,-0.00019872098,100.0,518.67,643.3962,1599.2292,1413.6561,14.62,21.61,552.04626,2388.1814,9052.254,1.3,48.024395,520.74725,2388.1912,8130.0225,8.471964,0.03,394.05154,2388.0,100.0,38.611374,23.183186,16.0,,,,,,
4259.0,34.0,195.0,0.00030585192,1.6395934e-06,100.0,518.67,643.2174,1592.9465,1421.5742,14.62,21.61,551.8045,2388.246,9053.737,1.3,47.88871,520.39703,2388.2344,8122.864,8.50254,0.03,394.05634,2388.0,100.0,38.581154,23.209747,15.0,,,,,,
4260.0,34.0,196.0,-0.0015022852,-0.0002971324,100.0,518.67,643.5908,1594.3435,1417.2156,14.62,21.61,551.8195,2388.2524,9046.512,1.3,47.934525,519.8524,2388.229,8127.974,8.495341,0.03,396.06512,2388.0,100.0,38.851334,23.183004,14.0,,,,,,
4261.0,34.0,197.0,-0.0011138767,-0.00019588156,100.0,518.67,643.79443,1593.4717,1420.5869,14.62,21.61,552.03064,2388.3,9044.003,1.3,48.041004,520.1388,2388.2043,8116.587,8.495067,0.03,396.07477,2388.0,100.0,38.59084,23.213116,13.0,,,,,,
4262.0,34.0,198.0,-0.004037604,0.0003022959,100.0,518.67,643.4232,1591.7416,1418.8907,14.62,21.61,551.1641,2388.2551,9043.076,1.3,48.255123,520.2581,2388.287,8124.8647,8.498507,0.03,397.05634,2388.0,100.0,38.59135,23.210526,12.0,,,,,,
4263.0,34.0,199.0,-0.0019570459,5.705864e-06,100.0,518.67,643.2498,1599.6198,1422.1133,14.62,21.61,551.88007,2388.2666,9045.015,1.3,48.06317,519.5732,2388.2742,8120.384,8.492314,0.03,397.07312,2388.0,100.0,38.53191,23.12998,11.0,,,,,,
4264.0,34.0,200.0,0.002021119,0.0005034036,100.0,518.67,643.2916,1601.3005,1426.9479,14.62,21.61,551.6292,2388.335,9038.589,1.3,48.21908,519.7647,2388.2979,8121.272,8.502848,0.03,395.0466,2388.0,100.0,38.504616,23.186062,10.0,,,,,,
4265.0,34.0,201.0,-0.0035664723,0.00020126166,100.0,518.67,643.4031,1599.4363,1432.2759,14.62,21.61,551.6848,2388.3018,9027.129,1.3,48.169495,519.69196,2388.335,8113.0317,8.5054865,0.03,395.9651,2388.0,100.0,38.427147,23.105522,9.0,,,,,,
4266.0,34.0,202.0,0.0007558018,-0.0001951057,100.0,518.67,643.6289,1602.0327,1425.9167,14.62,21.61,551.3079,2388.312,9023.22,1.3,48.160152,519.60236,2388.2798,8109.484,8.470857,0.03,393.9517,2388.0,100.0,38.372616,23.179075,8.0,,,,,,
4267.0,34.0,203.0,-0.0016028327,-0.00011664667,100.0,518.67,643.8834,1600.0249,1428.541,14.62,21.609987,551.54913,2388.3628,9025.952,1.3,48.248074,518.96814,2388.2969,8109.863,8.524033,0.03,396.93747,2388.0,100.0,38.599075,23.03434,7.0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,0.25421178340911865,0.01725212298333645,6.745788097381592,tensor(24.)
