index,unit,time,os1,os2,os3,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,rul,RealRUL,Objective,PredRUL,RMSE_adversarial,RMSE_pred,L0
4818.0,38.0,106.0,-0.0005472163,-0.00019599879,100.0,518.67,642.871,1593.38,1411.7402,14.62,21.61,552.8971,2388.0364,9086.236,1.3,47.5492,521.3139,2388.0522,8155.592,8.485857,0.03,392.664,2388.0,100.0,38.792877,23.223234,69.0,,,,,,
4819.0,38.0,107.0,-0.0008175941,-0.00039600022,100.0,518.67,642.311,1584.6935,1415.2654,14.62,21.61,553.16,2388.0625,9059.928,1.3,47.5292,521.3614,2388.021,8158.312,8.4395,0.03,392.568,2388.0,100.0,38.79258,23.275335,68.0,,,,,,
4820.0,38.0,108.0,0.0015919823,-0.00039600022,100.0,518.67,642.6944,1596.0787,1410.9607,14.62,21.60986,553.67706,2388.0823,9080.582,1.3,47.46904,521.5877,2388.041,8153.542,8.469421,0.03,392.35202,2388.0,100.0,38.979977,23.330835,67.0,,,,,,
4821.0,38.0,109.0,0.002291982,-0.0004960002,100.0,518.67,642.5144,1585.3392,1412.2637,14.62,21.6095,554.0671,2388.0671,9083.366,1.3,47.4956,521.3977,2388.0654,8159.642,8.464362,0.03,392.424,2388.0,100.0,38.792557,23.32784,66.0,,,,,,
4822.0,38.0,110.0,0.003991982,0.00040400133,100.0,518.67,642.05444,1586.0804,1404.8722,14.62,21.60946,553.4568,2388.0771,9090.137,1.3,47.3956,520.9152,2388.0354,8156.182,8.445282,0.03,393.64,2388.0,100.0,38.82256,23.308834,65.0,,,,,,
4823.0,38.0,111.0,0.002891982,4.0011946e-06,100.0,518.67,643.3844,1585.8105,1411.0868,14.62,21.6092,553.22675,2388.0671,9092.557,1.3,47.6456,521.3152,2388.0754,8162.592,8.412783,0.03,393.30402,2388.0,100.0,38.8332,23.316635,64.0,,,,,,
4824.0,38.0,112.0,0.005591982,-0.00029599876,100.0,518.67,643.24445,1595.6605,1414.2068,14.62,21.6092,553.43677,2388.0571,9092.227,1.3,47.7156,521.7252,2388.0854,8155.842,8.472865,0.03,393.30402,2388.0,100.0,38.933197,23.433334,63.0,,,,,,
4825.0,38.0,113.0,0.0019919826,4.0011946e-06,100.0,518.67,642.70746,1591.8905,1412.1976,14.62,21.6092,553.28674,2388.0571,9084.927,1.3,47.5856,521.5052,2388.0754,8167.092,8.465622,0.03,392.64,2388.0,100.0,38.8332,23.306435,62.0,,,,,,
4826.0,38.0,114.0,0.0009919824,-0.00029599876,100.0,518.67,642.7875,1594.6005,1413.9115,14.62,21.6092,554.4568,2388.0571,9084.767,1.3,47.6456,521.48517,2388.0454,8162.692,8.456059,0.03,393.856,2388.0,100.0,38.7832,23.204035,61.0,,,,,,
4827.0,38.0,115.0,0.0037919823,0.00040400133,100.0,518.67,642.847,1587.0905,1413.9655,14.62,21.6092,554.0268,2388.0872,9087.919,1.3,47.5356,521.2452,2388.0554,8162.472,8.505212,0.03,394.86398,2388.0,100.0,38.9032,23.245361,60.0,,,,,,
