index,unit,time,os1,os2,os3,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,rul,RealRUL,Objective,PredRUL,RMSE_adversarial,RMSE_pred,L0
10134.0,78.0,53.0,0.0013773106,0.0005162568,100.0,518.67,642.0772,1588.9375,1400.213,14.62,21.600155,554.0828,2388.0774,9095.152,1.3,47.338955,522.5928,2388.0522,8166.986,8.399111,0.03,390.18765,2388.0,100.0,38.770187,23.469574,126.0,,,,,,
10135.0,78.0,54.0,-0.0029757926,-0.000283835,100.0,518.67,641.8914,1590.6157,1401.2976,14.62,21.61,553.76746,2388.0652,9103.048,1.3,47.208015,522.06934,2388.1052,8171.8667,8.358314,0.03,392.15952,2388.0,100.0,39.0593,23.335205,125.0,,,,,,
10136.0,78.0,55.0,0.00012753066,-9.479956e-05,100.0,518.67,642.5195,1579.3597,1401.2434,14.62,21.61,554.2787,2387.9917,9097.036,1.3,47.335236,521.67566,2388.0396,8173.2295,8.37415,0.03,390.13586,2388.0,100.0,38.772587,23.527843,124.0,,,,,,
10137.0,78.0,56.0,-0.0012207972,0.00050627417,100.0,518.67,642.4065,1582.783,1401.8301,14.62,21.600056,553.59686,2388.0447,9096.644,1.3,47.29052,522.05865,2388.111,8163.066,8.411589,0.03,390.14267,2388.0,100.0,38.919033,23.456968,123.0,,,,,,
10138.0,78.0,57.0,0.000958357,-0.00029786438,100.0,518.67,641.91895,1581.5988,1405.7253,14.62,21.61,554.24664,2388.0745,9092.913,1.3,47.277245,522.0001,2388.017,8162.625,8.402881,0.03,390.1579,2388.0,100.0,39.01749,23.393002,122.0,,,,,,
10139.0,78.0,58.0,0.0016891733,-9.739329e-05,100.0,518.67,642.3284,1589.1565,1393.0026,14.62,21.61,553.7565,2387.9773,9110.091,1.3,47.01252,522.12604,2388.03,8172.1533,8.419538,0.03,392.19562,2388.0,100.0,39.013264,23.357132,121.0,,,,,,
10140.0,78.0,59.0,0.0025766054,0.0001054288,100.0,518.67,641.7916,1585.1605,1396.6521,14.62,21.61,553.803,2388.012,9107.26,1.3,47.236217,522.4845,2388.0557,8170.7456,8.40958,0.03,389.2226,2388.0,100.0,39.03342,23.508228,120.0,,,,,,
10141.0,78.0,60.0,-0.0020154957,-0.00019395663,100.0,518.67,641.8176,1580.3481,1401.2124,14.62,21.61,554.4933,2388.0146,9109.166,1.3,47.28071,522.201,2388.028,8176.66,8.427162,0.03,393.24615,2388.0,100.0,39.020973,23.479992,119.0,,,,,,
10142.0,78.0,61.0,0.00062232465,-0.00019196543,100.0,518.67,642.42804,1582.5758,1401.0969,14.62,21.61,553.9193,2388.0376,9114.463,1.3,47.272404,522.2888,2387.9995,8172.724,8.399388,0.03,392.29,2388.0,100.0,39.079685,23.439358,118.0,,,,,,
10143.0,78.0,62.0,0.0015167221,0.00041885988,100.0,518.67,642.32684,1588.8575,1400.9412,14.62,21.60015,553.95386,2388.0103,9108.858,1.3,47.115562,521.93304,2388.034,8172.0493,8.38305,0.03,391.35916,2388.0,100.0,39.139683,23.396059,117.0,,,,,,
10144.0,78.0,63.0,-4.8613176e-05,-0.00028393444,100.0,518.67,642.37823,1586.3706,1398.7174,14.62,21.61,554.40436,2388.0444,9107.525,1.3,47.38636,521.65173,2388.085,8169.34,8.409737,0.03,391.41287,2388.0,100.0,38.940956,23.372509,116.0,,,,,,
10145.0,78.0,64.0,0.0015381062,0.00042512792,100.0,518.67,642.159,1578.406,1401.3575,14.62,21.61,554.24963,2388.0813,9106.417,1.3,47.449657,522.04944,2388.0784,8161.0957,8.45097,0.03,392.5311,2388.0,100.0,38.830593,23.395271,115.0,,,,,,
