index,unit,time,os1,os2,os3,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,rul,RealRUL,Objective,PredRUL,RMSE_adversarial,RMSE_pred,L0
3042.0,26.0,57.0,-0.0019568014,-0.00026159993,100.0,518.67,642.9897,1588.0309,1404.9618,14.62,21.60972,554.23706,2388.0547,9052.949,1.3,47.31968,522.3663,2388.0488,8141.4487,8.424158,0.03,391.76,2388.0,100.0,39.11128,23.429522,138.0,,,,,,
3043.0,26.0,58.0,-0.0001567956,0.00023839955,100.0,518.67,642.45624,1584.4078,1405.0757,14.62,21.61,553.91095,2387.991,9061.599,1.3,47.49688,521.9174,2388.0615,8136.439,8.418477,0.03,393.192,2388.0,100.0,39.05288,23.265526,137.0,,,,,,
3044.0,26.0,59.0,0.0028040083,-0.00016159992,100.0,518.67,642.07623,1585.3978,1406.2357,14.62,21.61,554.6213,2388.031,9056.338,1.3,47.487038,522.30994,2388.0615,8137.544,8.476116,0.03,393.24,2388.0,100.0,38.86388,23.486925,136.0,,,,,,
3045.0,26.0,60.0,0.0007304009,-0.00016159992,100.0,518.67,642.20624,1589.6478,1407.2756,14.62,21.60976,554.14124,2388.021,9063.323,1.3,47.15376,522.0399,2388.0317,8150.68,8.434517,0.03,393.384,2388.0,100.0,39.013878,23.232124,135.0,,,,,,
3046.0,26.0,61.0,0.00017839763,-0.00015679991,100.0,518.67,642.47626,1588.0579,1405.3057,14.62,21.60968,553.6313,2388.041,9069.657,1.3,47.343758,521.25995,2388.0815,8154.1406,8.420716,0.03,391.384,2388.0,100.0,38.94388,23.447226,134.0,,,,,,
3047.0,26.0,62.0,-0.0050519994,4.3199456e-05,100.0,518.67,642.4963,1591.3348,1400.0457,14.62,21.60996,554.1913,2388.0664,9069.308,1.3,47.20376,521.8599,2388.0317,8151.2656,8.422116,0.03,391.384,2388.0,100.0,38.88872,23.420225,133.0,,,,,,
3048.0,26.0,63.0,0.0031391978,0.0006,100.0,518.67,642.8028,1594.7183,1397.9596,14.62,21.61,554.35156,2388.0989,9073.641,1.3,47.40048,521.8124,2388.0972,8152.966,8.403396,0.03,391.384,2388.0,100.0,38.9384,23.345633,132.0,,,,,,
3049.0,26.0,64.0,-0.0024303999,-0.00012880008,100.0,518.67,642.5594,1583.1519,1406.3835,14.62,21.60028,552.9919,2388.0916,9071.632,1.3,47.537197,521.99365,2388.0498,8154.001,8.415975,0.03,390.48,2388.0,100.0,38.95324,23.351538,131.0,,,,,,
3050.0,26.0,65.0,0.00096080266,0.00017199904,100.0,518.67,642.45264,1590.8557,1397.9404,14.62,21.61,553.45703,2388.05,9073.772,1.3,47.320637,522.2749,2388.078,8154.391,8.418815,0.03,393.576,2388.0,100.0,38.83808,23.271042,130.0,,,,,,
3051.0,26.0,66.0,0.00017360784,0.0004815989,100.0,518.67,643.0189,1591.9092,1404.0032,14.62,21.60972,553.3932,2388.118,9069.602,1.3,47.50736,521.4299,2388.1377,8150.565,8.447773,0.03,391.576,2388.0,100.0,38.8426,23.34617,129.0,,,,,,
