index,unit,time,os1,os2,os3,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,rul,RealRUL,Objective,PredRUL,RMSE_adversarial,RMSE_pred,L0
2036.0,18.0,54.0,-0.0018999999999999998,0.0,100.0,518.67,642.37,1582.4,1396.04,14.62,21.61,554.35,2388.02,9061.72,1.3,47.15,522.21,2388.04,8147.56,8.4325,0.03,392.0,2388.0,100.0,39.03,23.3571,107.0,,,,,,
2037.0,18.0,55.0,-0.0017000000000000001,0.00019999999999999998,100.0,518.67,642.07,1591.89,1401.1,14.62,21.61,555.05,2388.0,9059.25,1.3,47.25,522.2,2388.01,8149.84,8.3735,0.03,391.0,2388.0,100.0,38.95,23.3761,106.0,,,,,,
2038.0,18.0,56.0,0.0006999999999999992,-0.00010000000000000005,100.0,518.67,641.92,1590.63,1400.43,14.62,21.61,554.18,2388.02,9064.65,1.3,47.32,521.96,2388.01,8151.5,8.4284,0.03,392.0,2388.0,100.0,38.85,23.3746,105.0,,,,,,
2039.0,18.0,57.0,-0.0037999999999999996,-0.00019999999999999998,100.0,518.67,642.33,1582.41,1399.53,14.62,21.61,554.88,2388.02,9070.55,1.3,47.18,522.36,2388.02,8142.38,8.4117,0.03,393.0,2388.0,100.0,39.04,23.3469,104.0,,,,,,
2040.0,18.0,58.0,-0.0034999999999999996,-0.00010000000000000005,100.0,518.67,642.13,1581.61,1399.52,14.62,21.61,554.7,2387.97,9062.9,1.3,47.57,521.87,2388.04,8143.89,8.4012,0.03,392.0,2388.0,100.0,38.8,23.4564,103.0,,,,,,
2041.0,18.0,59.0,0.0016000000000000007,-0.0003,100.0,518.67,642.55,1584.65,1402.51,14.62,21.61,554.42,2388.0,9060.17,1.3,47.36,521.67,2388.02,8146.52,8.4482,0.03,393.0,2388.0,100.0,39.07,23.3529,102.0,,,,,,
2042.0,18.0,60.0,0.0020999999999999994,0.00030000000000000003,100.0,518.67,642.44,1588.3,1401.96,14.62,21.61,554.26,2388.03,9065.26,1.3,47.18,522.25,2388.02,8144.86,8.4174,0.03,394.0,2388.0,100.0,38.93,23.3767,101.0,,,,,,
2043.0,18.0,61.0,0.0008999999999999998,-0.0003,100.0,518.67,642.32,1590.7,1401.17,14.62,21.61,554.69,2387.97,9067.21,1.3,47.35,522.07,2388.0,8144.2,8.406,0.03,391.0,2388.0,100.0,38.9,23.3048,100.0,,,,,,
2044.0,18.0,62.0,-0.0025000000000000005,0.0004000000000000001,100.0,518.67,642.18,1582.34,1402.79,14.62,21.61,553.83,2388.04,9065.3,1.3,47.24,522.18,2388.0,8145.05,8.394,0.03,392.0,2388.0,100.0,38.81,23.3274,99.0,,,,,,
2045.0,18.0,63.0,0.00020000000000000052,-0.0003,100.0,518.67,642.41,1587.04,1397.66,14.62,21.61,553.94,2388.03,9065.27,1.3,47.38,521.77,2388.08,8143.56,8.457,0.03,393.0,2388.0,100.0,38.88,23.3579,98.0,,,,,,
2046.0,18.0,64.0,-0.0005999999999999998,0.00030000000000000003,100.0,518.67,642.57,1587.16,1401.24,14.62,21.6,553.99,2388.07,9067.9,1.3,47.31,522.14,2388.05,8149.27,8.4102,0.03,392.0,2388.0,100.0,39.0,23.3172,97.0,,,,,,
2047.0,18.0,65.0,0.0,0.00019999999999999998,100.0,518.67,642.27,1588.65,1397.07,14.62,21.61,553.87,2388.02,9064.08,1.3,47.46,522.2,2388.03,8146.77,8.4499,0.03,393.0,2388.0,100.0,38.95,23.2909,96.0,,,,,,
2048.0,18.0,66.0,0.0,-0.00019999999999999998,100.0,518.67,642.38,1591.57,1400.41,14.62,21.61,554.55,2388.04,9060.96,1.3,47.3,522.58,2388.03,8147.17,8.4362,0.03,391.0,2388.0,100.0,39.09,23.4137,95.0,,,,,,
2049.0,18.0,67.0,-0.001,-0.0004,100.0,518.67,642.55,1586.89,1392.12,14.62,21.61,554.59,2388.04,9063.69,1.3,47.29,522.89,2388.02,8148.24,8.3717,0.03,390.0,2388.0,100.0,38.89,23.3446,94.0,,,,,,
2050.0,18.0,68.0,0.002,-0.0003,100.0,518.67,642.35,1586.01,1392.93,14.62,21.61,554.02,2388.05,9071.1,1.3,47.41,522.28,2388.02,8144.8,8.4248,0.03,392.0,2388.0,100.0,39.06,23.3743,93.0,,,,,,
2051.0,18.0,69.0,0.0017000000000000001,0.00019999999999999998,100.0,518.67,642.56,1588.5,1396.95,14.62,21.61,553.94,2387.99,9057.44,1.3,47.25,521.89,2388.04,8142.23,8.3992,0.03,391.0,2388.0,100.0,39.01,23.3145,92.0,,,,,,
2052.0,18.0,70.0,0.0016000000000000007,-0.0003,100.0,518.67,641.74,1588.9,1398.6,14.62,21.61,553.95,2388.05,9062.33,1.3,47.15,521.61,2388.04,8143.08,8.3778,0.03,392.0,2388.0,100.0,38.9,23.4115,91.0,,,,,,
2053.0,18.0,71.0,9.99999999999994e-05,-0.00019999999999999998,100.0,518.67,642.14,1585.45,1403.62,14.62,21.61,553.0,2388.05,9065.38,1.3,47.17,521.83,2388.02,8137.26,8.4202,0.03,392.0,2388.0,100.0,39.13,23.4049,90.0,,,,,,
2054.0,18.0,72.0,-0.0030999999999999995,0.0004000000000000001,100.0,518.67,641.95,1586.63,1395.22,14.62,21.61,554.53,2388.02,9064.54,1.3,47.44,522.37,2387.99,8150.71,8.3889,0.03,391.0,2388.0,100.0,39.1,23.4094,89.0,,,,,,
2055.0,18.0,73.0,0.0037,0.00019999999999999998,100.0,518.67,642.87,1592.82,1409.57,14.62,21.61,554.82,2388.12,9062.67,1.3,47.22,521.76,2388.0,8140.73,8.3918,0.03,392.0,2388.0,100.0,39.07,23.4153,88.0,,,,,,
2056.0,18.0,74.0,-0.0008999999999999998,0.00030000000000000003,100.0,518.67,642.83,1587.15,1400.56,14.62,21.61,554.14,2388.03,9062.2,1.3,47.17,521.99,2388.03,8142.5,8.4322,0.03,392.0,2388.0,100.0,39.0,23.3623,87.0,,,,,,
2057.0,18.0,75.0,0.0008000000000000004,0.00010000000000000005,100.0,518.67,642.13,1589.71,1404.05,14.62,21.61,554.34,2388.03,9064.96,1.3,47.34,522.14,2388.04,8147.47,8.4127,0.03,392.0,2388.0,100.0,39.12,23.3711,86.0,,,,,,
2058.0,18.0,76.0,-0.00020000000000000052,0.00019999999999999998,100.0,518.67,642.68,1587.89,1403.56,14.62,21.6,554.32,2388.04,9065.4,1.3,47.34,521.71,2388.07,8146.03,8.4131,0.03,393.0,2388.0,100.0,39.16,23.3387,85.0,,,,,,
2059.0,18.0,77.0,-0.0017000000000000001,0.00030000000000000003,100.0,518.67,642.19,1585.78,1399.2,14.62,21.61,554.0,2388.02,9062.16,1.3,47.4,521.84,2387.95,8142.51,8.4101,0.03,391.0,2388.0,100.0,39.0,23.3666,84.0,,,,,,
2060.0,18.0,78.0,0.0017000000000000001,0.00010000000000000005,100.0,518.67,641.98,1580.58,1402.98,14.62,21.61,554.11,2388.05,9066.44,1.3,47.2,521.95,2388.0,8143.04,8.4096,0.03,391.0,2388.0,100.0,38.94,23.2599,83.0,,,,,,
2061.0,18.0,79.0,0.00020000000000000052,-0.0003,100.0,518.67,643.01,1586.75,1398.62,14.62,21.61,554.44,2388.07,9062.44,1.3,47.33,521.87,2388.08,8141.3,8.4379,0.03,393.0,2388.0,100.0,38.89,23.4503,82.0,,,,,,
2062.0,18.0,80.0,-0.0015999999999999999,0.00010000000000000005,100.0,518.67,642.65,1588.98,1404.79,14.62,21.61,552.82,2388.01,9059.12,1.3,47.44,522.63,2388.06,8143.4,8.4146,0.03,392.0,2388.0,100.0,38.9,23.4225,81.0,,,,,,
2063.0,18.0,81.0,0.0005999999999999998,-0.0003,100.0,518.67,642.6,1586.63,1406.81,14.62,21.61,553.97,2388.03,9064.41,1.3,47.44,521.99,2388.08,8142.35,8.404,0.03,393.0,2388.0,100.0,39.03,23.3265,80.0,,,,,,
2064.0,18.0,82.0,0.0040999999999999995,0.00030000000000000003,100.0,518.67,642.42,1593.99,1405.67,14.62,21.61,554.51,2388.01,9062.27,1.3,47.39,521.47,2388.06,8138.1,8.4156,0.03,391.0,2388.0,100.0,38.99,23.3616,79.0,,,,,,
2065.0,18.0,83.0,-0.0011999999999999997,0.0004999999999999999,100.0,518.67,642.51,1593.37,1402.25,14.62,21.61,554.08,2388.01,9059.28,1.3,47.5,521.53,2388.06,8148.28,8.4347,0.03,393.0,2388.0,100.0,38.82,23.2175,78.0,,,,,,
2066.0,18.0,84.0,-0.0008999999999999998,0.00010000000000000005,100.0,518.67,642.48,1595.65,1409.31,14.62,21.61,553.76,2388.07,9068.41,1.3,47.12,521.83,2388.04,8141.12,8.4183,0.03,392.0,2388.0,100.0,38.94,23.3371,77.0,,,,,,
2067.0,18.0,85.0,-0.002,-0.0004,100.0,518.67,642.15,1588.41,1405.12,14.62,21.61,553.91,2388.02,9058.97,1.3,47.22,521.4,2388.09,8144.46,8.4261,0.03,392.0,2388.0,100.0,39.03,23.3518,76.0,,,,,,
2068.0,18.0,86.0,0.002700000000000001,0.0,100.0,518.67,642.45,1587.53,1403.32,14.62,21.61,553.64,2388.08,9068.05,1.3,47.42,522.05,2388.01,8146.95,8.4145,0.03,393.0,2388.0,100.0,38.86,23.2646,75.0,,,,,,
2069.0,18.0,87.0,0.0006999999999999992,0.00030000000000000003,100.0,518.67,642.21,1586.75,1402.64,14.62,21.61,554.2,2388.07,9062.25,1.3,47.42,521.58,2388.03,8140.62,8.4132,0.03,392.0,2388.0,100.0,38.79,23.4217,74.0,,,,,,
2070.0,18.0,88.0,-0.0029,0.00019999999999999998,100.0,518.67,642.57,1586.57,1407.56,14.62,21.61,554.5,2388.01,9066.01,1.3,47.52,521.52,2388.07,8136.82,8.4619,0.03,394.0,2388.0,100.0,38.89,23.4066,73.0,,,,,,
2071.0,18.0,89.0,-0.0002999999999999999,0.0004999999999999999,100.0,518.67,642.62,1578.56,1405.39,14.62,21.61,554.34,2388.06,9060.78,1.3,47.44,521.94,2388.08,8140.05,8.4203,0.03,392.0,2388.0,100.0,38.86,23.4689,72.0,,,,,,
2072.0,18.0,90.0,-0.002,-0.00019999999999999998,100.0,518.67,642.3,1579.82,1404.78,14.62,21.61,554.02,2388.09,9061.36,1.3,47.39,522.22,2388.02,8149.03,8.4295,0.03,391.0,2388.0,100.0,38.81,23.3095,71.0,,,,,,
2073.0,18.0,91.0,0.00020000000000000052,0.0004000000000000001,100.0,518.67,643.07,1580.09,1404.93,14.62,21.61,553.28,2388.09,9057.49,1.3,47.46,521.76,2388.11,8145.03,8.4387,0.03,393.0,2388.0,100.0,39.03,23.2922,70.0,,,,,,
2074.0,18.0,92.0,-0.0014999999999999996,-0.0005,100.0,518.67,642.6,1584.71,1404.42,14.62,21.61,554.97,2388.03,9063.34,1.3,47.17,522.15,2387.99,8141.64,8.447,0.03,391.0,2388.0,100.0,38.76,23.3908,69.0,,,,,,
2075.0,18.0,93.0,-0.001,-0.00019999999999999998,100.0,518.67,642.51,1576.87,1407.83,14.62,21.61,554.38,2388.04,9062.46,1.3,47.47,521.35,2388.14,8136.83,8.433,0.03,392.0,2388.0,100.0,38.92,23.2679,68.0,,,,,,
2076.0,18.0,94.0,-0.0008999999999999998,-0.0003,100.0,518.67,642.79,1586.17,1412.24,14.62,21.61,553.74,2388.01,9058.65,1.3,47.54,521.81,2388.09,8145.67,8.3938,0.03,393.0,2388.0,100.0,38.94,23.3562,67.0,,,,,,
2077.0,18.0,95.0,-0.0023,0.00019999999999999998,100.0,518.67,642.64,1586.43,1397.21,14.62,21.61,553.81,2388.1,9060.19,1.3,47.47,521.88,2388.05,8144.78,8.4414,0.03,393.0,2388.0,100.0,38.89,23.3677,66.0,,,,,,
2078.0,18.0,96.0,-0.0026,0.00030000000000000003,100.0,518.67,642.49,1590.17,1398.78,14.62,21.6,553.79,2388.03,9066.45,1.3,47.45,521.54,2388.07,8147.11,8.4234,0.03,391.0,2388.0,100.0,39.03,23.3224,65.0,,,,,,
2079.0,18.0,97.0,0.0003999999999999993,0.0004000000000000001,100.0,518.67,642.77,1581.65,1401.72,14.62,21.61,554.0,2388.02,9066.45,1.3,47.32,521.71,2388.03,8146.3,8.4286,0.03,391.0,2388.0,100.0,38.96,23.3493,64.0,,,,,,
